low_price,high_price,open_price,close_price,volume
3380.13,3386.21,3384.31,3381.0,1.19042119
3380.01,3384.46,3381.0,3383.46,5.8191845
3381.46,3383.46,3383.46,3383.46,4.23935701
3383.1,3383.46,3383.45,3383.1,2.76916828
3368.51,3383.11,3383.1,3368.52,11.36538772
3368.52,3374.82,3368.52,3373.3,2.11730714
3373.37,3373.41,3373.37,3373.4,1.53536145
3373.4,3379.39,3373.41,3379.21,4.65932544
3373.92,3379.22,3379.22,3373.93,1.52837734
3373.92,3380.0,3373.93,3380.0,3.91830741
3379.99,3384.93,3379.99,3384.92,4.96911981
3384.43,3385.0,3384.93,3384.43,3.28655601
3380.59,3385.0,3383.93,3384.99,7.7419758
3382.78,3388.03,3385.0,3383.21,3.4805825
3383.21,3386.0,3383.21,3386.0,1.72272312
3386.0,3404.81,3386.0,3402.77,20.86945142
3402.77,3426.25,3402.77,3406.31,45.62233774
3401.88,3409.63,3406.31,3409.63,5.52200798
3393.71,3410.59,3408.41,3400.85,17.53247602
3391.0,3400.67,3400.67,3396.36,4.69210429
3396.35,3400.0,3396.35,3400.0,7.87442302
3399.99,3401.55,3400.0,3401.54,5.92372463
3401.54,3403.39,3401.54,3403.39,8.26927852
3403.38,3403.39,3403.39,3403.39,6.01596592
3402.13,3403.5,3403.39,3402.37,4.58480928
3402.36,3403.39,3402.37,3403.39,6.72174837
3404.0,3409.24,3404.0,3409.24,5.48368996
3409.24,3409.25,3409.24,3409.25,3.23694111
3409.24,3409.25,3409.25,3409.25,2.18470402
3409.24,3414.81,3409.25,3414.3,24.04081765
3409.44,3415.0,3414.31,3410.47,4.99100852
3410.46,3414.0,3410.47,3414.0,2.76062635
3399.5,3414.0,3414.0,3402.54,9.56909663
3402.53,3402.54,3402.54,3402.54,2.40913959
3400.0,3402.54,3402.54,3401.95,4.22646749
3401.94,3408.01,3401.95,3405.96,4.64436555
3405.5,3405.99,3405.95,3405.51,2.51227515
3405.5,3405.51,3405.51,3405.51,4.73793612
3405.5,3405.51,3405.5,3405.51,1.97087097
3405.5,3405.51,3405.5,3405.51,2.33297101
3405.5,3405.51,3405.51,3405.51,2.00804874
3405.5,3405.51,3405.51,3405.5,4.14841444
3405.5,3406.0,3405.51,3405.99,3.11936274
3403.12,3406.0,3405.99,3403.72,3.16666243
3403.71,3404.0,3403.72,3403.99,4.21549806
3403.0,3404.0,3403.86,3403.0,1.33078355
3401.0,3403.01,3403.01,3401.0,4.55640019
3385.0,3400.3,3400.3,3398.03,8.56991334
3395.57,3397.98,3397.98,3397.87,1.76620687
3394.01,3397.88,3397.88,3394.02,3.00660548
3394.02,3395.0,3394.02,3395.0,0.94065941
3394.99,3406.0,3395.0,3401.81,4.1342551
3400.0,3406.52,3401.75,3402.38,22.02633102
3402.37,3408.85,3402.38,3407.02,11.40627994
3405.02,3407.02,3407.02,3405.02,2.76269752
3400.02,3405.02,3405.02,3401.02,6.58746739
3400.15,3401.02,3401.02,3400.15,3.61005492
3400.0,3400.14,3400.14,3400.0,1.36855864
3400.0,3400.01,3400.0,3400.01,4.03138187
3400.0,3400.01,3400.01,3400.01,2.01884801
3400.0,3400.05,3400.0,3400.05,5.27435931
3400.04,3406.88,3400.05,3406.88,8.6208685
3406.86,3412.25,3406.86,3409.89,12.5549549
